Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Iraq,IRQ,38.662,38.529,38.353,38.181,38.228,38.229,38.242,38.102,38.043,37.94,37.869,37.773,37.727,38.09,38.384,38.383,38.481,36.436,36.209,35.683,33.172,33.247,34.709,34.973
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Ireland,IRL,59.829,60.142,59.939,59.977,60.238,62.284,62.956,63.302,61.476,56.008,53.504,52.449,52.117,53.453,54.426,55.694,56.976,57.821,58.592,59.254,57.685,59.382,61.935,62.15
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Israel,ISR,54.54,54.087,52.754,52.655,53.373,54.792,55.556,56.882,57.974,56.878,57.896,58.539,60.848,61.112,61.821,62.155,62.542,62.779,62.865,62.576,60.766,60.274,62.346,62.601
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Italy,ITA,42.918,43.654,44.269,44.872,45.77,45.314,45.752,45.786,45.8,44.723,44.17,44.115,43.853,42.862,42.839,43.143,43.713,44.226,44.623,44.926,44.066,43.956,45.138,45.942
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Jamaica,JAM,62.181,61.689,61.329,61.02,60.961,60.772,60.567,60.348,60.067,57.607,55.858,55.973,55.553,55.991,57.074,59.933,59.516,61.016,62.131,63.87,60.867,63.134,63.235,64.812
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Japan,JPN,59.474,58.878,57.93,57.58,57.562,57.731,57.888,58.041,57.754,56.825,56.541,56.554,56.437,56.856,57.306,57.483,58.112,58.736,59.932,60.553,60.209,60.362,60.875,61.244
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Jordan,JOR,34.002,33.096,32.525,31.977,32.315,32.632,32.422,34.586,34.484,34.927,34.563,33.969,33.364,32.425,32.068,32.734,32.988,32.94,32.026,32.648,32.276,30.998,31.729,31.928
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Kazakhstan,KAZ,61.713,63.014,63.569,63.872,63.992,63.804,64.252,65.28,66.405,66.37,66.831,67.008,66.985,66.955,66.96,66.957,66.841,66.789,66.729,66.716,65.816,65.651,65.361,65.273
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Kenya,KEN,70.345,70.474,70.55,70.721,70.867,71.098,71.286,71.435,71.436,71.481,71.622,71.839,71.978,72.003,72.114,72.235,72.356,71.597,70.883,70.181,69.062,69.505,69.506,69.593
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Korea, Dem. People's Rep.",PRK,72.175,72.029,72.042,71.988,71.966,71.862,71.967,72.063,71.997,72.074,72.17,72.099,72.045,72.012,72.023,72.087,71.915,72.165,72.429,72.445,70.817,71.038,72.306,72.351
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Korea, Rep.",KOR,59.07,59.59,60.545,59.817,60.546,60.373,60.488,60.561,60.136,59.221,59.323,59.69,59.976,60.198,60.972,60.927,60.893,61.163,60.94,61.186,60.342,60.784,62.374,62.791
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Kuwait,KWT,65.403,65.564,65.778,66.274,66.784,67.321,67.211,66.879,66.757,67.105,67.451,68.1,68.933,69.509,69.776,71.236,71.649,71.61,71.684,71.423,67.095,68.542,69.973,70.022
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Kyrgyz Republic,KGZ,71.781,71.374,71.373,70.852,70.354,70.383,70.157,69.548,68.975,68.789,68.824,68.021,65.494,63.68,62.701,63.018,62.612,60.965,61.776,61.519,61.743,62.297,63.054,63.12
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Lao PDR,LAO,62.399,62.31,62.177,62.057,61.931,61.783,61.578,61.411,61.236,61.067,60.871,60.409,59.955,59.501,59.066,58.644,58.23,57.825,57.654,57.498,56.659,56.291,57.213,57.362
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Latvia,LVA,48.197,48.769,49.961,50.214,50.678,51.607,54.945,56.614,56.786,49.601,47.41,49.034,50.741,52.376,52.839,54.141,54.596,55.526,56.887,57.366,56.675,55.66,56.939,57.451
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Lebanon,LBN,40.226,40.262,40.401,40.556,40.564,40.203,39.835,39.503,40.493,41.494,41.729,41.914,42.092,42.285,42.519,42.716,42.904,43.092,43.269,43.365,38.355,39.643,40.17,40.178
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Lesotho,LSO,60.671,60.336,59.906,59.492,58.947,58.622,58.143,57.795,57.417,56.686,56.257,55.73,55.583,54.938,54.717,54.464,54.498,54.207,53.99,53.792,52.271,52.225,54.135,54.496
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Liberia,LBR,75.687,75.649,75.575,75.328,75.317,75.335,75.485,75.543,75.569,75.556,75.513,75.541,75.561,75.561,75.493,75.049,74.57,74.498,74.413,74.307,72.798,73.295,74.341,74.674
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Libya,LBY,38.284,38.355,38.431,38.578,38.692,38.838,38.821,38.85,38.767,38.685,38.671,38.537,38.671,38.467,38.441,38.256,38.372,38.586,38.651,38.588,36.935,37.24,38.44,39.233
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Lithuania,LTU,50.455,48.7,50.291,52.061,50.688,51.216,51.64,52.746,52.184,48.362,46.259,48.416,49.909,51.045,52.504,53.653,55.515,56.334,57.729,58.023,57.007,57.404,58.416,58.1
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Luxembourg,LUX,52.155,52.836,53.325,52.177,52.19,53.065,53.075,53.587,53.176,55.182,55.184,54.768,55.73,55.916,56.565,55.979,55.205,56.036,56.533,57.26,56.684,58.669,58.779,59.128
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Macao SAR, China",MAC,60.701,60.476,59.842,57.72,59.364,60.997,63.1,66.139,67.463,67.269,67.822,68.869,69.128,69.306,69.903,69.333,68.346,67.999,68.266,68,65.714,66.667,66.109,66.811
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,North Macedonia,MKD,35.866,36.665,35.827,34.51,33.968,33.596,33.942,35.3,36.352,37.316,35.969,37.839,37.847,39.427,39.921,40.736,41.741,42.609,43.19,45.667,45.439,45.58,45.352,45.673
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Madagascar,MDG,81.536,81.985,81.791,82.339,83.186,84.345,84.07,83.864,83.677,83.212,82.804,84.247,85.866,85.453,85.032,84.591,84.432,84.281,84.143,84.014,82.785,83.062,83.534,83.647
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Malawi,MWI,76.624,76.499,76.496,76.587,76.797,76.832,75.749,74.718,73.641,72.5,71.206,69.867,68.887,67.971,67.083,66.177,65.194,64.211,64.623,65.047,64.354,64.385,65.384,65.5
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Malaysia,MYS,59.469,59.093,59.016,58.812,58.727,58.623,58.663,58.667,58.134,58.213,58.365,59.757,60.756,62.185,62.65,62.712,62.384,62.517,62.978,63.458,62.314,63.028,62.903,62.677
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Maldives,MDV,53.72,52.836,51.959,51.091,50.229,49.361,48.505,47.667,46.844,46.004,47.277,48.561,49.861,51.169,52.489,53.821,55.162,57.028,58.886,60.728,56.436,58.554,60.791,61.077
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mali,MLI,69.191,69.299,69.293,69.4,69.271,69.319,69.331,69.401,69.414,69.438,69.471,69.521,69.489,69.467,69.525,69.554,68.907,68.126,67.171,65.798,63.593,64.404,64.598,64.826
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Malta,MLT,46.101,46.149,46.09,45.547,44.317,44.857,44.999,45.784,46.033,45.658,46.317,47.35,48.742,50.388,51.745,52.428,53.913,55.438,57.501,58.565,58.959,60.607,62.038,63.562
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mauritania,MRT,41.391,41.147,40.92,40.902,40.796,40.712,40.68,40.399,40.083,39.617,39.5,39.38,39.256,38.787,38.3,37.828,37.302,36.85,36.744,36.701,36.049,35.801,36.599,36.81
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mauritius,MUS,53.026,51.799,52.965,54.978,53.415,53.101,53.153,52.719,53.549,53.599,54.076,53.434,53.674,54.716,54.871,55.244,54.933,55.172,54.787,55.28,50.353,48.232,51.692,52.808
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mexico,MEX,58.066,57.469,56.787,56.87,57.136,58.089,58.813,58.819,58.395,57.401,57.269,57.434,58.252,58.054,57.587,58.006,58.163,58.207,58.506,59.038,53.977,57.486,59.013,59.782
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Moldova,MDA,54.794,53.679,53.306,53.597,51.599,51.724,55.615,57.232,58.339,58.857,61.488,62.664,63.371,64.017,68.266,68.96,68.798,67.223,66.219,68.29,68.837,71.937,71.87,71.608
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mongolia,MNG,56.939,56.79,56.595,56.038,55.961,55.84,55.711,55.68,55.153,55.044,55.472,57.7,57.7,56.974,57.206,56.913,54.478,55.772,56.271,59.339,56.868,54.123,56.783,56.822
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Montenegro,MNE,34.468,34.415,34.422,34.365,34.307,34.253,36.813,39.369,40.373,39.512,39.203,39.109,40.127,40.293,43.204,44.3,44.854,45.879,47.502,48.732,43.811,45.506,47.693,48.334
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Morocco,MAR,44.47,44.882,44.815,44.633,45.171,45.065,45.728,45.769,45.749,45.611,45.1,44.78,44.058,43.851,43.398,42.979,42.221,41.092,41.322,41.624,39.442,40.218,39.874,39.734
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mozambique,MOZ,80.833,80.587,80.273,80.074,79.728,79.4,79.153,78.857,78.569,78.214,77.889,77.582,77.288,76.982,76.666,76.339,76.238,76.117,75.993,75.897,74.89,74.768,75.916,76.123
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Myanmar,MMR,71.477,70.909,70.299,69.594,68.917,68.255,67.625,67.056,66.578,66.097,65.674,65.44,65.133,64.793,64.486,64.212,62.711,61.177,61.88,60.252,59.26,52.795,53.542,53.838
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Namibia,NAM,43.142,42.947,42.871,42.767,43.06,43.271,43.676,43.71,44.012,44.043,44.366,46.092,47.882,49.958,49.564,48.056,46.335,46.67,47.175,47.128,45.462,45.866,47.342,47.846
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nepal,NPL,36.631,36.571,36.505,36.429,36.338,36.229,36.179,36.098,35.992,35.877,35.768,35.648,35.575,35.527,35.481,35.413,35.539,35.665,35.79,35.926,34.597,34.963,35.84,36.041
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Netherlands,NLD,61.796,62.819,63.226,62.425,61.882,59.707,60.401,61.862,62.926,62.593,61.604,61.326,61.217,60.248,59.612,59.957,60.238,60.912,61.808,62.59,62.084,62.201,63.118,63.735
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,New Caledonia,NCL,53.967,54.239,54.357,54.445,54.52,54.791,55.087,55.234,55.305,55.406,55.338,55.277,55.124,54.863,54.598,54.161,53.647,53.171,52.024,51.322,49.731,49.672,50.683,50.855
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,New Zealand,NZL,61.241,62.218,62.998,63.151,64.227,65.092,65.558,65.925,65.548,63.998,63.511,63.895,63.316,63.822,64.96,65.052,66.357,67.558,67.823,67.641,67.009,68.114,68.961,69.401
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nicaragua,NIC,55.845,56.151,56.298,56.575,57.628,58.595,58.958,59.546,59.046,58.125,58.646,59.735,60.952,61.224,62.033,62.052,62.702,63.226,61.797,61.408,60.295,60.384,62.051,62.455
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Niger,NER,77.866,77.898,77.702,77.493,77.016,76.787,77.341,77.81,78.195,78.507,78.918,79.266,75.961,74.602,73.187,73.137,73.138,73.113,73.101,73.065,72.292,71.987,72.923,73.05
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nigeria,NGA,57.815,57.872,58.067,58.094,58.13,58.019,58.044,58.036,58.059,58.098,58.124,58.133,57.845,57.591,57.341,57.054,56.659,56.293,56.006,55.805,55.026,55.507,56.703,56.997
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Norway,NOR,64.672,64.54,64.566,63.253,63.1,62.763,63.471,64.774,65.745,64.365,63.32,63.087,63.279,62.825,62.522,62.112,61.412,60.988,61.483,61.626,60.779,63.161,63.469,62.959
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Oman,OMN,53.095,52.879,52.969,53.106,53.235,53.467,53.927,54.496,55.283,56.234,58.008,60.389,62.928,65.04,66.208,67.003,67.899,68.737,69.08,68.425,64.355,65.158,66.671,67.286
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Pakistan,PAK,50.115,50.135,50.155,50.295,50.435,50.088,49.74,49.85,49.87,50.267,50.668,50.364,49.234,49.932,50.067,50.173,50.5,49.701,48.91,49.108,48.511,49.387,49.768,49.725
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Panama,PAN,57.803,58.183,58.634,58.745,59.216,59.441,58.661,58.596,60.046,60.397,59.365,59,60.783,61.505,60.952,60.918,60.907,60.104,61.523,61.869,52.58,55.839,57.778,58.404
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Papua New Guinea,PNG,70.354,68.387,66.282,64.141,61.906,59.621,57.254,54.845,52.346,49.862,47.373,47.114,47.013,46.919,46.594,46.45,46.342,46.244,46.288,46.155,45.548,45.235,46.173,45.991
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Paraguay,PRY,63.942,64.656,62.294,62.996,66.724,66.893,63.51,65.579,66.237,65.819,64.644,64.748,68.365,66.81,64.542,64.832,66.297,65.89,67.4,67.619,64.826,66.663,65.816,66.901
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Peru,PER,62.515,65.311,66.522,68.051,68.672,69.55,72.965,75.038,75.068,75.468,76.387,75.913,75.918,75.08,74.586,73.418,72.561,74.159,74.486,74.745,63.972,68.262,69.718,70.034
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Philippines,PHL,59.047,59.054,59.043,58.982,59.336,59.25,58.932,59.159,58.798,59.068,59.212,59.996,59.569,59.299,59.932,59.525,59.927,57.632,57.6,58.109,53.37,54.55,58.053,58.891
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Poland,POL,47.378,46.343,44.549,44.339,44.177,45.38,46.728,48.817,50.65,50.717,50.589,50.78,50.81,50.727,51.801,52.503,53.412,54.366,54.908,55.119,55.074,56.023,56.883,57.275
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Portugal,PRT,58.484,59.077,59.22,58.19,57.632,57.171,57.312,57.252,57.347,55.574,54.636,52.82,50.8,49.683,50.635,51.287,51.98,53.712,54.978,55.422,54.056,54.006,55.078,55.358
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Puerto Rico,PRI,41.309,40.818,40.684,41.208,41.858,42.286,42.03,41.088,39.657,36.72,35.154,34.141,34.525,34.503,34.56,35.218,35.368,35.68,36.774,37.505,36.991,37.365,39.099,38.953
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Qatar,QAT,80.332,80.582,80.732,81.093,80.834,81.474,82.886,84.73,85.865,86.327,86.242,86.007,85.873,86.059,86.639,87.241,87.396,87.368,87.395,87.323,87.493,87.518,88.518,88.753
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Romania,ROU,59.921,59.035,53.085,52.043,51.308,50.073,50.974,51.259,51.354,50.705,51.051,50.225,50.902,50.658,51.139,50.826,50.551,52.231,52.676,52.984,52.29,48.215,48.894,48.743
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Russian Federation,RUS,54.733,54.52,55.516,55.023,55.816,56.493,56.819,58.242,58.599,57.406,57.989,58.759,59.461,59.354,59.539,59.206,59.416,59.309,59.55,59.113,58.162,59.226,59.768,59.148
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Rwanda,RWA,54.665,54.568,54.657,54.36,54.179,53.962,54.047,53.997,54.005,53.904,53.849,53.739,53.736,53.602,53.491,53.441,53.387,53.277,53.883,51.88,55.247,48.951,51.089,51.476
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Samoa,WSM,52.606,52.228,52.07,51.888,51.672,51.515,51.409,51.154,51.083,51.23,51.251,51.098,49.614,49.65,49.702,49.476,49.133,48.933,48.963,48.815,47.929,47.863,48.9,49.31
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sao Tome and Principe,STP,46.842,46.038,44.944,45.614,45.753,45.593,45.44,45.705,45.958,45.953,46.384,46.625,46.988,46.915,46.983,46.968,46.867,46.662,46.508,46.302,45.173,45.445,46.155,46.269
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Saudi Arabia,SAU,48.917,49.147,49.32,49.841,50.101,49.888,49.487,49.574,49.755,49.408,50.257,51.127,52.229,52.79,52.707,53.453,54.158,52.304,52.894,55.104,55.604,57.484,58.187,58.517
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Senegal,SEN,47.738,47.635,47.418,46.81,46.177,45.7,44.985,44.457,43.98,43.546,43.119,42.57,42.538,42.414,42.469,42.415,47.885,44.123,47.53,49.26,48.551,49.12,49.014,48.79
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Serbia,SRB,48.575,48.117,47.246,46.208,44.034,42.488,42.281,43.843,45.584,42.759,40.153,38.374,38.196,39.956,41.9,42.466,45.227,46.764,47.653,49.127,49.436,52.138,54.011,54.327
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sierra Leone,SLE,61.995,61.922,62.137,62.132,63.849,62.764,61.787,60.853,59.909,58.942,57.956,56.995,56.125,55.276,54.285,53.529,52.964,52.512,52.19,52.079,51.389,51.299,52.11,52.178
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Singapore,SGP,63.672,63.685,61.705,61.573,61.593,62.454,64.136,64.069,65.14,63.994,65.874,66.23,66.962,66.81,67.643,68.454,67.993,67.616,67.596,68.262,67.426,67.915,68.694,67.04
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Slovak Republic,SVK,48.544,48.639,48.713,49.585,49.115,49.797,51.23,52.291,53.679,51.803,50.518,50.777,50.938,50.862,52.811,52.814,54.264,55.088,55.898,56.261,55.073,56.35,57.724,58.064
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Slovenia,SVN,53.437,54.434,53.811,52.765,55.247,55.397,55.767,56.821,56.886,55.958,54.893,53.198,52.458,51.463,52.101,52.179,52.07,54.591,55.803,55.495,54.906,55.708,56.538,56.462
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Solomon Islands,SLB,82.127,82.559,82.828,82.994,83.05,83.074,82.99,82.899,82.774,82.787,82.88,82.973,83.295,83.445,83.508,83.572,83.44,83.338,83.298,83.366,82.472,82.457,82.898,83.146
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Somalia,SOM,27.967,28.072,28.13,28.155,28.158,28.149,28.174,28.232,28.243,28.233,28.187,28.164,28.042,27.953,27.889,27.991,27.961,27.839,27.693,27.622,27.105,27.024,27.458,27.564
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,South Africa,ZAF,48.887,48.817,48.689,48.432,48.341,48.258,48.266,48.212,48.044,46.152,41.613,44.138,43.766,43.829,43.408,44.496,44.046,44.679,44.051,43.433,41.386,39.718,40.519,41.587
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,South Sudan,SSD,62.759,62.815,62.846,62.798,62.723,62.677,62.66,62.65,62.593,62.382,62.276,62.12,61.807,61.927,61.976,62.003,61.438,61.184,61.285,61.491,59.767,60.186,61.732,62.186
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Spain,ESP,45.44,46.553,47.541,48.511,49.448,51.579,52.786,53.477,52.417,48.611,47.518,46.654,44.666,43.614,44.261,45.563,46.785,47.866,48.776,49.406,47.577,48.931,50.082,50.602
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sri Lanka,LKA,51.269,50.971,50.287,50.376,50.08,50.257,50.681,50.754,50.942,50.388,50.743,50.692,50.53,49.869,49.453,51.244,51.452,51.803,49.486,49.81,47.784,48.396,48.09,47.545
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Lucia,LCA,53.478,52.249,51.306,50.383,51.4,53.115,55.125,56.688,57.785,56.275,55.351,54.421,55.873,53.87,54.513,55.236,56.153,56.947,57.061,58.805,52.872,55.056,58.868,57.983
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Vincent and the Grenadines,VCT,50.349,50.205,50.701,51.346,51.755,51.881,52.313,52.566,52.71,52.27,51.798,51.735,51.895,52.269,52.379,52.485,52.609,52.652,52.719,52.553,49.829,50.61,52.355,53.201
